,date,rating,userName,content,platform
148,2021-05-26,1,hj k,"이앱 사용하지 마세요. 위험합니다. 아이에게 자동결재조건으로 불러주었는데 어이없이 다른 승객을 태우고 가셨는데, 앱기능에 기사님 전화연결이 안되게 되어있네요. 아이들위해 앱 많이 사용하는데 위험할것 같아요. 앱에 고객센터 연락처도멊고 자동결재로 했는데 뭐 이런앱이 있는지 어이가 없습니다.",PlayStore
149,2021-08-21,5,얄라셔엉,어쩌다 장거리로 한번 이용하게 됐는데 내부에 와이파이도 있고 공기청정기나 태블릿PC가 있어서 놀랐네요ㅋㅋ 확실히 일반 택시랑은 차별점이 있는듯.. 덕분에 심심하지 않게 이용했어요ㅋㅋ 꽤 장거리였는데 시간가는줄도 모르고 후딱 지나갔네요..ㄷㄷ,PlayStore
150,2021-04-26,5,폴링인럽,승차감이 좋아서 언제부턴가 매번 이용하게 되었던거 같아요 ㅋㅋ 일반 택시도 괜찮지만 기사님들도 더 친절하시고 차량 내부가 쾌적해서 좋아요 짐 많을 때나 큰짐 가지고 있을 때도 좋습니다 ㅋㅋ 와이파이도 사용할 수 잇고 공기청정기도 준비되어 있어서 요즘같은 코로나 시국에 안전하게 잘 이용중이에요~!,PlayStore
151,2021-09-10,5,원강우,처음 타보기전에는 그냥 비슷하겠지 생각을 했었는데 한번 타보면 얼마나 쾌적한지 알게됨 공기청정기랑 손세정제도 있음,PlayStore
152,2021-04-23,5,Juyoung Lee,퇴근 후 친구들과 약속갈 때 항상 사용하는데요. 사용할 때마다 너무 만족스럽게 타고 있습니다. 특히나 냄새에 민감하여 일반 중형택시 탈때마다 멀미나고 역했는데 한번도 그런일이 없고 너무 쾌적하게 이동하고 있네요. 택시는 복불복이라고 생각하고 항상 타기 전에 살짝 떨렸는데 아이엠 타본 후로는 한번도 그런 일이 없었어요. 공항갈 때도 한번 타봤는데 딥슬립하고 갔다 왔습니다. 만족만족대만족이에요! 앞으로 쭉 부탁드립니다!,PlayStore
153,2021-06-07,5,god of money,장거리로 쓰면 좋은점 1. 내부 넓어서 안찌뿌둥하고 편하게 갈 수 있음 2. 태블릿PC있어서 심심하지 않음 웹툰 보면 시간 개뚝딱ㅋㅋㅋㅋ 거의 일주일에 몇 번 안타니까 몰아서 보기도 좋고 기사님도 눈치가 빨라서 조용히 가고 싶을때는 너무 편하게 이용하고 있어요ㅋㅋ,PlayStore
154,2021-09-15,5,margaret,카니발 택시라서 6명까진 무난하게 탈 수 있던데 무료 와이파이랑 태블릿 PC가 있는 게 제일 마음에 듬 목적지까지 가는데 지루하지 않게 시간 보내서 괜찮더라,PlayStore
155,2021-08-16,5,ppoo ppoo,처음 이용해봤는데 차 기종이 카니발인만큼 넓어서 그런지 안락하고 승차감이 괜찮았습니다 게다가 기사님도 무척 친절하셨구요... 또 차량 내부에 공기청정기에 설치되어있어서 쾌적한 느낌을 많이 받았습니다 아마 앞으로 자주 이용하지 않을까 싶네요,PlayStore
156,2021-05-01,5,정인호,몇번 타봤는데 깨끗하고 서비스도 좋아서 아이엠 자주 이용하려구요~~ 크니까 일반 택시보다 훨씬 편하더라구요. 서비스는 기사님도 친절하시구 내부에 와이파이나 이런 것들로 타는 사람 입장에서 편리하다고 느낄 수 있어서 좋았어요! 앞으로도 더 좋은 서비스 기대하겠습니다~,PlayStore
157,2021-06-16,4,문재석,아이엠 이용해봤는데 대체적으로 좋았어요. 일단 카니발이라 차량 내부가 넓어서 괜찮네요. 아들들 데리고 택시타고 어디 이동할때는 정말 좁다고 느꼈었는데 이거 탈때는 나름 쾌적하게 잘 갔어요! 그리고 애들이 좀 시끄러웠어서 뭐라고 하려고 했는데 기사님이 애들한테 친절하게 잘 말씀해주시더라구요. 운전중에 되게 거슬리셨을텐데 친절하게 대해주시니 그 서비스에 너무 감사했어요! 아쉬운 점이 좀 있다면 서울에서 많이 보이는데 다른 지역에서는 안보이길래 기사님께 물어봤더니 지금은 서울 면허 차량만 운행을 하고 있다고 하시더라구요. 아이엠을 전국에서 볼 수 있으면 좋겠어요~~,PlayStore
158,2021-05-07,5,underworld,강아지 데리고 이동하는 일이 많은데 정말 너무 편합니당 ㅠㅠ 넓어서 케리어 놓기도 편하고 내부에 공기청정기도 설치되어 있어서 엄청 쾌적해요!! 태블릿PC도 있어서 가는 길에 심심하지도 않았어요 ㅎㅎ 앞으로 계속 이용할게요!!,PlayStore
159,2021-01-07,5,APO BO,"처음 이용해보았는데 기사님이 너무 친절하셨고, 코로나 때문인지 소독제랑 살균기도 있어서 너무 즐거운(?) 택시 시간이었습니다. 개인적으로 더 넓은 지역으로 늘어나면 더 자주 애용하게 될 것 같아용~!~!",PlayStore
160,2021-04-29,5,anthony,지인 추천으로 처음 이용해봤는데 너무 만족스러웠어요 ㅋㅋㅋ 기사님도 엄청 친절하시네요 아는 분들이랑 차량 타고 이동했는데 넓다 보니까 여유있게 와서 좋았어요 ㅋㅋ 공기청정기 설치된 것도 마음에 들었고 일단 안심되니까 ㅎㅎ 그리고 혼자 타도 짐 많을 때나 장거리 이동할 때 진짜 좋을거 같아요,PlayStore
161,2021-04-28,5,선물은나야,집 근처에서 택시 잡기가 힘들어서 사용하게 되었는데 너무 잘 이용중입니다 ㅋㅋ 카니발이라 그런지 우선 승차감은 말할 것도 없고 넓고 쾌적해요 ㅋㅋ 짐 많을 때 특히 더 편해서 좋네요 태플릿PC까지 설치되어 있어서 가는 동안 심심하지 않습니다 ㅋㅋ,PlayStore
162,2021-06-04,5,백진형,아이엠을 몇번 보기는 했었는데 이번에 아이 데리고 나왔다가 택시가 안잡혀서 처음으로 불러봤네요~ 운이 좋았는지 차량이 빨리왔더라구요 ㅎㅎㅎ 차가 그냥 택시보다 큰데 안에 타보니까 그게 확 느껴지는? 내부가 되게 넓어서 놀랐어욤 그래서 사람들이 뭐 들고 탈때 좋다고 했구나 싶더라구용 그리고 안에 와이파이랑 태블릿PC도 있어서 아이가 잘 가지고 놀더라구요 사실 요즘 시국이 시국인지라 막 만지지 말았으면 했는데 기사님이 소독도 잘하고 방역을 철저하게 신경쓰고 계시다고 하셨어용 보면 세정제도 준비 되있고 쾌적한 환경이긴 했어요 아이엠 평소 보면서 어떨까 궁금증을 가지고 있다가 처음 이용해봤는데 저는 만족했습니다! 앞으로 택시 대신에 이용할 거 같아요~,PlayStore
163,2021-08-09,5,홍도건,"새벽 비행기를 타다보니 매번 대중교통이 없어서 택시를 자주 이용하는데 아이템 택시가 가장 마음에 들었어요 편한 리무진 시트에 태블릿 PC, 와이파이까지 있으니까 집까지 가는데 지루할 틈이 없네요 나중에 공항택시를 탈 일이 있으면 이용할 생각이에요",PlayStore
164,2021-08-23,5,푸름요,장거리 이동할 일이 있어서 데이터도 없고 해서 그냥 잠이나 좀 자야겠다 했는데 와이파이 있다길래 놀랐네요ㅋㅋ 덕분에 유튜브 보면서 심심하지 않게 이동한듯! 택시를 자주 이용하진 않지만 나중에 또 장거리로 이동할 일 있으면 생각날 것 같아요!,PlayStore
165,2021-08-25,5,곽나경,여러번 사용해봤는데 어떻게 매번 기사님들이 이렇게 친절할 수 있는지 신기하네요ㅋㅋ 일반 택시 타면 좁아서 불편한 것도 있었는데 기사님이 자꾸 말걸어서 불편했는데 여긴 첫 인상부터 마음에 들었어요ㅋㅋ 불필요한 대화도 안하니까 기분까지 좋은거 있죠ㅋㅋ,PlayStore
166,2021-05-20,5,송한나,"어플를 통해서 호출하고 난 뒤에 탑승했는데, 최단 거리랑 최단시간을 계산해서 보여주고 그 길로 가니까 좋았어요. 가끔 택시기사분이 다른 길로 가면서 요금 더 받으면서 불안하게 만든 적이 있어서 불안했거든요.",PlayStore
167,2021-08-18,5,석지창,앱으로 호출해서 부르는거라 그런지 우선 승차거부가 없어서 편합니다. 그리고 승차감도 정말 좋은편이구요. 또 카니발이다보니 차량 내부가 널널한지라 짐 옮길 때도 좋은 것 같네요 저 같은 경우 짐이 많을 때 항상 이용하는데 택시기사님도 불편한 내색 하나 없이 친절하셔서 매우 만족스럽네요,PlayStore
168,2021-03-13,5,멤메이,진짜 감사합니다. 제가 리뷰 잘 안남기는데 제가 개를 데리고 택시를 타야할 때 10번중 8번은 거절당했습니다(전용 케이지나 가방에 넣었어도 거절 당함). 하지만 이 앱에서 호출 뒤 운전사님께 전화를 드려 _ 전용 케이지(or 가방)에 개를 넣고 타도될까요? _ 라고 여쭈어봤더니 오늘 두번 다 이거 타고 이동했는데 정말 친절하게 된다고 하셨습니다. 감사합니다ㅠㅠ 덕분에 기분 좋게 이동했어요ㅠㅠ 반려동물 키우시는 분들 추천드려요ㅠㅠ,PlayStore
169,2021-05-26,5,네모네모,저는 이런 게 있는지도 몰랐는데 주변에서는 꽤 많이 알고 이용하고 계시더라구요..친구랑 이동하다가 우연히 한번 타보게 됐는데 짐 있을때 이용하기 좋은 것 같습니다! 원래 큰차를 좋아해서 그런지 일반 택시보다 좋게 느껴졌네요 ㅎㅎㅎㅎ,PlayStore
170,2021-09-01,5,OXYGEN,손에 짐을 많이 달고 다니는 편인데 내부가 넓어서 너무 편하더라구요! 호출하면 금방 잡혀서 호다닥 나가서 짐 정리는 차안에서 하고 편안하게 이용하고 있습니다ㅋㅋ 내부에 공기청정기도 있고 비말차단막도 있어서 코로나 시국에 안심하고 탈수 있는 거 같아요,PlayStore
171,2021-07-22,5,원츄리치,차가 카니발이라 넓고 승차감 좋은 것도 맘에 드는데 기사님 친절이 제일 좋았습니다! 길이 많이 막혔는데 그래도 최대한 빠르게 갈 수 있는 길로 열심히 찾아가주셔서 정말 감사했습니다 ㅎㅎㅎ 덕분에 편하고 빠르게 잘 도착했네요 ㅎㅎ,PlayStore
172,2021-10-18,5,고소율,신기하게 택시 안에 태블릿 pc가 있네요 ㅋㅋㅋ일반 택시보다는 가격 나가지만 다시 탈 의향 있습니다 ㅎ,PlayStore
173,2021-06-25,5,선승우,한두번 이용해보니 다른 택시 못타겠어요..ㅋㅋㅋ 처음엔 카니발 택시라 더 비싼거 아닌가 했는데 가격 차이도 없고 차가 크니까 승차감도 좋고 편하기도 하고 다른 분들도 꼭 이용해보시길 추천ㅋㅋㅋ저는 개인적으로 큰차라서 되게 마음에 들었어요 ㅎㅎ,PlayStore
174,2021-04-26,5,은빛슈가,와 공기청정기 있는 택시는 처음보네요ㅋㅋㅋ 요즘 코로나 다시 급증해서 많이 불안한데 덕분에 좀 안심되기도 하구 쾌적하게 이용했습니다~ 거기다 카니발이라 넓어서 짐 많을때도 이용하기 좋을 것 같아요 빨리 다른 지역도 운행하면 좋네여ㅠㅠ 호출도 잘잡혀서 어디 놀러가거나 할때 짐 많으면 바로 호출할텐데..ㅋㅋㅋ,PlayStore
175,2021-05-05,5,DEBRA,아이엠 짐 많을때 타기에 진짜 좋아요! 차량이 커서 짐이랑 같이 움직이기 좋고 기사님이 친절하게 도와주시기도 하더라구요 모든 기사님이 그러시는지는 모르겠지만..ㅎㅎ 다른 평점들 보면 친절하다고 하시는 분들이 많긴하네용 암튼 만족했습니다!,PlayStore
176,2021-05-30,5,송범준,와  이런게 대접받는거구나 하고 느끼게해준 택시어플!! 편의시설이나 차량이나 다 좋았지만 저는 기사님이 친절하셔서 진짜 좋았네요~ 가다가 갑자기 차 한대가 끼어들어 급정거 했었는데 바로 저한테 괜찮으시냐고 물어봐주시고 놀라게 해드려 죄송하다고 해주시고 내릴때까지 계속 신경써주셔서 제가 다 죄송할지경이었던..ㅋㅋㅋ 완전 감동 서비스였습니다~~!! 감사합니다!,PlayStore
177,2021-07-19,5,삼척동자,아이엠 출퇴근할떄 잘 이용하고 있습니다. 서울 지역에서 이용하는 택시 중에서는 아이엠이 카니발로 승차감이나 내부는 제일 나은 거 같아요~ 저처럼 짐 많이 가지고 다니시는 분들한테는 일반 택시 보다 훨씬 편하긴 합니다. 처음에 보였을 때 호기심에 한번 이용했었는데 그 이후로 계속 찾게 되네요,PlayStore
178,2021-11-09,5,윤봉섭,차 내부가 넓어서 엄청 편합니다. 손소독제도 비치되어 있어서 안심도 되구요,PlayStore
179,2021-08-17,5,heavy hearts,사실 처음 이용할 때 별 기대는 안했었는데 생각보다 괜찮았습니다 첫째로 코로나 시국이라서 그런지 공기청정기를 배치해놔서 불안을 살짝 덜 수 있었고 둘째로는 택시기사님께서 너무 친절하셨습니다 셋째는 와이파이를 사용 가능하다는 점이 매우 좋았네요 개인적으로 택시 이용할 일 있으면 이것만 타지 않을까 싶을정도였습니다,PlayStore
180,2021-04-26,5,Galaxy,이사한 뒤로 택시가 잘 잡히지 않아서 앱 다운해서 잘 쓰고 있어요 ㅋㅋ 코로나 때문에 불안한 것도 있고 카니발 택시라 승차감이 훨씬 더 편해요 ㅎㅎ 기사님도 친절해서 좋았고 내부가 일단 넓고 쾌적해서 너무 좋네요 ㅋㅋ 일반 택시 잘 안 잡히는데 진짜 잘 이용하고 있어요,PlayStore
181,2021-05-05,5,서은정,커서 편해요! 짐도 많이 들어가고 좀 쾌적한 느낌이랄까 내부에도 신경 많이 쓰셨더라구요. 딱 보고 아 이거 짐 같은 거 많을때 타면 좋겠다고 생각했는데 빨리 코로나 끝나고 캐리어가지고 여행갔으면 하는 생각까지 들더라구요...ㅠㅠㅠㅠ,PlayStore
182,2021-08-21,5,솔로몬누나,확실히 카니발이라 일반 택시보다 내부가 넓어서 마음에 들었어요ㅋㅋ 덕분에 편하게 이동했는데 태블릿PC까지 있어서 시간 가는줄도 모르고 금방 도착! 기사님이 친절하셔서 기분 좋게 이용했네요~ 앞으로도 일반 택시보다 많이 이용할 듯,PlayStore
183,2021-05-26,5,김현승,몇번 타보고 이제 짐있을때는 무조건 아이엠으로 불러요!!! 짐은 역시 큰차가 최고인 것 같습니당 승차감도 좋고 내부가 넓어서 그냥 택시 타는 것보다 훨씬 편하게 탔네요. 다음에도 또 이용할 기회가 있으면 참 좋겠어요~,PlayStore
184,2021-06-24,5,석민재,마트에서 장보고 오는길에 처음으로 이용해봤는데 카니발 택시라 넓어서 편하게 왔네요~ㅎㅎ 승차감도 생각보다 되게 좋았구요 앞으로 짐많은날엔 아이엠 불러서 이용하려구요~ 별점 5개 드리고가요~~,PlayStore
185,2021-08-20,5,주하나,요즘 코로나가 심해져서 택시는 잘 안타려고 하는데 내부에 공기청정기가 있으니까 그나마 안심이 되더라구요! 승차감도 좋아서 이제 다른건 잘 못쓸듯.. 카니발이라 그런지 내부가 넓어서 편하게 이용하고 있습니다!,PlayStore
186,2021-09-09,5,김민성,매일 출근하시는 어머니를 위해 비오는날 아이엠을 예약해 드렸는데 차량이 넓고 쾌적했는데 기사님 친절하기 까지 하셔서 목적지까지 편안히 이용하였습니다!,PlayStore
187,2021-01-13,5,지구끝까지쫓아가서뚝배기깬다,제가 최근 강남 근쳐에서 왔다갔다를 많이하는데 근거리 이동의 경우 종종 승차거부 당할 때가 있더라구요 ㅠㅠ 그래서 요즘은 그냥 이걸로 택시 부르고 있어요!! 개인적으로 차량 내부에 손소독제가 있어서 코로나도 조금이나마 안심할 수 있고! 택시기사님들도 다들 너무 친절하셔서 만족스럽네요. ㅜㅜ,PlayStore
188,2021-05-06,5,견주리,이용하는 사람들이 더 많아졌으면 좋겠어요! 택시보다 편하고 뭐 들고 타시는 분들한테는 더 추천하고 싶어요~~ 택시타기 좀 애매해서 불렀는데 기사님도 친절하게 도와주시고 너무 감사했어용..ㅠ,PlayStore
189,2021-08-17,5,문민성,우선 차량 내부에 배치되어 있는 공기청정기 덕에 무척 쾌적해서 좋았습니다 기사님께서 친절하신데다 안전 운행을 하셔서 그런지 승차감도 상당히 좋았어요 카니발이다 보니 자리도 넓어서 짐 많을 때 이용하면 괜찮겠더라구요 그래서 앞으로 짐 많이 옮길일이 있으면 자주 이용해볼 생각이네요,PlayStore
190,2021-06-14,5,베르사이유장미,택시의 고정관념을 꺠고 카니발로 운영하는 게 참신하고 좋았습니다. 그만큼 차량 내부도 넓어서 편했고 요즘 시기에 맞춰 위생도 깔끔하게 신경 쓰고 있더군요. 만족하면서 잘 이용했습니다. 수고하세요!!,PlayStore
191,2021-06-29,5,shiny things,"위생적인 면에서 많이 신경쓴 게 많아서 이용하기 좋습니다. 내부에는 공기청정기랑 손소독제가 구비되어 있고, 앞좌석과 뒷좌석 사이에 격벽이 존재해서 안심하고 탔어요. 다음에도 기회가 또 한 번 이용할 생각이에요~",PlayStore
192,2021-06-21,5,izzypower The,토요일 아주 무거운 테이블 싣고 이동하면서 처음 사용해 봤습니다. 뒷좌석 의자 밀고 하면서 한 5 분 정도 지체되었는데 전혀 귀찮은 기색없이 밝은 표정으로 대해주셔서 너무 고마웠습니다. 테이블 때문에 너무 난감했었는데 얼마나 고마웠는지 모릅니다. 필요할 때 또 이용하겠습니다. 감사합니다^^,PlayStore
193,2021-05-04,5,송태희,친구랑 같이 탔는데 둘 다 만족.. ㅋㅋㅋㅋ 택시말고는 처음 타보는데 차가 크니까 편하네요 ㅋㅋㅋ 기사님 드라이브 실력이 좋으신건지 승차감도 좋구요 ㅋㅋ 다른 차를 타니까 좀 신선한 느낌 ㅋㅋ 친구랑 한참 떠들면서 재미있게 이동했네용,PlayStore
194,2021-05-14,5,신유진,실내가 넓은데도 쾌적하더라구요! 방역에도 신경 많이 쓰는게 보여서 안심되기도 하고요ㅋㅋ 일반 택시도 이랬으면.. 제일 좋은게 카니발이라 넓은 자리에서 편하게 갈 수 있는게 마음에 들었네요~,PlayStore
195,2021-05-14,5,넴넴,고시원빼는데 짐이 많이 없어서 트럭 부르는게 비용도 부담되고 애매했는데 이 앱을 알았습니다 좌석이 넓으니 제 짐 실어도 충분하더군요ㅋ 가는 동안 기사님 배려에 기분도 좋고 좌석도 편해서 덕분에 이사 잘했습니다 앞으로도 택시 필요할때 이용할 생각입니다 번창하세요!,PlayStore
196,2021-08-23,5,김유진,기사님 배정도 꽤 빠른 편이고 이용할 때마다 만족도가 높아서 다시 찾게 되네요ㅋㅋ 특히 태블릿PC가 있는건 진짜 꿀인듯.. 장거리로 이용해본적은 없어서 써보진 못했는데 다음 기회에 한번 써보고 후기도 남길게요ㅋㅋ,PlayStore
197,2021-09-24,5,로사,"뭔가 호캉스를 누린 느낌? 차량 내부에 리무진 시트에다 넓은 차량 공간도 있고, 공기청정기까지 있어서 코로나 시국에 안심하고 탈 수 있었다",PlayStore
198,2021-08-20,5,박수경,손에 짐이 많아도 뒷자리에서 정리하기 좋을만큼 내부가 넓어서 좋아요! 기사님이 친절하니까 괜히 기분까지 좋아지는거 있죠ㅋㅋ 거기다 내부에 공기청정기까지 있어서 너무 쾌적하고.. 많이 써보진 않았지만 불만족스러웠던 적은 없네요~,PlayStore
199,2021-05-17,5,버그준,기사님이 너무 친절하셔서 오히려 제가 감사했어요 ㅎㅎ 차량 안에서 와이파이도 쓸 수 있고 태블릿PC가 설치되어 있어서 둘러보면서 심심하지 않게 이동 가능했어요 ㅋㅋㅋ 안전하게 갈 수 있으니까 앞으로 계속 이용할 것 같아요,PlayStore
200,2021-05-21,5,남상협,여자친구가 그렇게 좋다해서 같이 한번 이용해봤습니다 괜히 추천해주는게 아니었네요 특히 와이파이랑 태블릿PC 설치되있는게 진짜 좋았어요 덕분에 여자친구도 저도 지루하지 않게 이용했네요 단순히 택시탄거였는데 대접받는 기분도 들고 만족스러웠어요 별점 5점드리고 갑니다,PlayStore
201,2021-08-21,5,강석현,일단 승차감이 너무 놓아서 택시였다는 것도 까먹을뻔 했어요ㅋㅋ 일반 택시 기사님들은 뭔가 난폭운전? 하는 분들이 대다수인데 안정감도 있고 그때 짐이 좀 많았었는데 내부도 넓어서 너무 편하게 이용했었네요ㅋㅋ 앞으로도 자주 탈듯?!,PlayStore
202,2021-11-01,5,Duck Uri,카니발 택시 좋아요! 세번인가 이용하고 있는데 다 만족했습니다 ㅎㅎ 기사님도 친절하세요,PlayStore
203,2021-08-27,5,아가달이,편의시설 이렇게 잘되있는 택시는 처음이네요ㅋㅋㅋㅋ 와이파이 뿐만 아니라 태블릿 pc까지 설치... 출장때문에 꽤 장거리 이동해야했는데 덕분에 심심하지 않게 왔습니다ㅋㅋ 아마 앞으로는 아이엠만 이용하게 될것 같아요,PlayStore
204,2021-03-09,1,김문자,결제기능 카드등록이 원활하게 되지 않고 있습니다. 아직 카드 유효기간이 상당수 많이 남아 있는데 (KB국민 노리체크카드 2024년 12월 만료) 등록을 시도 할 때 마다 비밀번호 횟수 초과 라는 오류안내창이 뜹니다. (그렇다고 틀린 비밀번호로 입력하지는 않았습니다.) 이런 상황 말고 어떻게 다른 형태의 방법으로 등록 할 수는 있는지요?,PlayStore
205,2021-08-08,5,엄지척,"앱을 받아서 호출하니까 빠르게 오고 어디로 가고 있는지 보여주니까 괜찮네요 내부엔 푹신하면서 멋진 시트가 있고, 비말 차단기랑 공기청정기까지 갖춰져서 쾌적한 게 제일 좋았어요 그러면서 기사님도 친절하니까 대접받는 느낌 제대로 받았어요 ㅋㅋㅋ",PlayStore
206,2021-08-19,5,엄미숙,짐 많을 때 이용하기 괜찮은거 같아요! 카니발 택시라서 내부도 넓고 되게 널널하게 올 수 있네요 ㅎㅎ 승차감이 부드럽고 좋아서 불편한 점도 하나도 없었어요! 감사합니다!!,PlayStore
207,2021-05-01,5,은수혁,서울에서 탔는데 편하네요 이런게 있는지 몰랐어요~ 택시보다 짐 가지고 타기 아주 좋았고 내부 위생에 신경을 많이 쓴 것 같아서 좋았습니다~기사님도 친절하게 대해주셨고 집까지 편안하게 왔어여 ㅎㅎㅎ 앞으로 짐 가지고 갈때는 아이엠 쓰려구용,PlayStore
208,2021-01-01,5,Euk Soo Ryu,기사님께서 정말 친절하시고 좋아요 ㆍ일반택시를 타면 차에서 냄새( 담배등ㆍ) 가 나서 불쾌했는데 이 승합 택시는 차안에 공기청정기가 준비 되어있고 또한 코로나에 대비해 소독제와 살균기도 있으니 안심하고 탈것 같아요 요금은 쪼금 비싸지만 기분좋게 감수하고 일반택시 기다리다가 탔지만 기사님께 물어보고서 어플도 설치 했으니 자주 이용 할것 같아요 편안하게 타고 왔습니다,PlayStore
209,2021-05-17,5,오동우,친구가 알려줘서 어플 다운 받고 이번에 처음 이용해봤어요! 차량 안에 공기청정기가 설치되어 있어서 놀랐네요 ㅎㅎ 일반 택시에서는 보기 힘드니까 신선했어요 덕분에 안전하고 쾌적하게 목적지 잘 도착했어요!,PlayStore
210,2021-11-01,5,고민주,큰 가방이 있었는데 기사님이 내려서 도와주시고 여러모로 친절하고 좋았습니다,PlayStore
211,2021-05-02,5,간경옥,처음 이용해봤는데 리뷰에서 왜 다들 칭찬하는지 알겠네요 코로나 시대에 사실 택시같은거 이용하기도 불안할텐데 공기청정기 있으니 안심도 되고 와이파이나 태블릿PC같은 편의시설도 잘 되어있습니다 그리고 무엇보다 기사님이 굉장히 친절하시네요 저는 앞으로 택시 이용할일 있으면 아이엠 쓰려고합니다.,PlayStore
212,2021-03-13,5,황디,"어플에 후기가 좋아서 처음타봣는데 정말 좋네요..ㅋㅋㅋㅋ 차량 내부도 리무진처럼 너무 좋고,7인승 탑승도 되고~~ 가격도 저렴하고!! 매우 좋습니다!! 첫 이용이라 쿠폰 썼는데 다음에도 또 이용하겠습니다!!",PlayStore
213,2021-11-26,4,최민석,근처에 있는 차가 배차되었으면 하네요. 멀리있는 기사분이 배차를 잡아서 20분씩 기다리는거는 아닌거같아요,PlayStore
214,2021-11-09,5,살살이,와이파이도 잘 터지던데 택시에서 와이파이 터지는 거 처음 보는 거 같아요 ㅋㅋㅋㅋ,PlayStore
215,2021-09-01,5,텅빈마음,승차감도 좋고 기사님도 매번 친절한 분들만 만나서 기분 좋게 이용하고 있어요! 가끔 장거리로 이동할 때는 내부에 와이파이도 있어서 유튜브 보면서 이동하면 시간 뚝딱임ㅋㅋ 이제 일반 택시는 못 탈 것 같네요…,PlayStore
216,2021-07-21,5,심나린,카니발도 택시로 나오고 되게 좋아진 것 같은 느낌이 확 드네요 ㅋㅋㅋ타는것도 자동문이라 편하고 내부에 와이파이도 있고 태블릿도 있어서 최첨단 느낌 나요 ㅋㅋㅋㅋㅋ 나중엔 모든 택시가 이렇게 될지도 모르겠네요~,PlayStore
217,2021-06-10,5,조윤호,최적화 잘된 택시라 아이템 괜찮은거 같아요 일단 차가 최신형 카니발이라 승차감이나 넓게 타기 좋구요 내부 깔끔하면서 태블릿이나 와이파이 같은 거 사용할 수 있게 해놓은 거 좀 현대화 된 택시 느낌? 참 좋네요!!,PlayStore
218,2021-06-08,5,윤지안,요즘 같은 시기에 공기청정기도 설치 돼있고 기사님도 친절해서 기분 좋게 다니네요ㅋㅋ 솔직히 택시는 누가 타는지 모르니까 찝찝했는데 방역도 잘 지키고 내부도 넓찍하니 쾌적해서 이 좋은걸 왜 이제 알았나.. 느껴지네요ㅋㅋㅋ,PlayStore
219,2021-08-16,5,눈부신날,아이엠 택시 처음 이용해봤는데 상당히 괜찮았습니다 우선 기본적으로 택시기사님께서 매우 친절하셨구요 차도 카니발인만큼 넓은데다 짐이 있을 때는 매우 편했습니다 게다가 차량 내부에 와이파이도 사용가능한지라 택시 이용할 때는 이것만 이용하고 있네요 만족합니다,PlayStore
220,2021-06-06,4,스나이퍼HT,"택시 5번정도 타본거 같아요. 택시의 승차감, 기사님분들은 만족합니다. 만족하지 못한점이 있다면 i.m택시를 5번정도 이용해봤는데 모두 예상 금액보다 2000~4000원정도 더 나오더라구요.차가 막히거나 특별한 사항이 없었는데 말이죠.. 이 부분만 고쳐주시면 매우만족일것 같습니다...",PlayStore
221,2021-05-26,5,이혜선,정말 편하고 넓고 쾌적해요. 기사님들 센스는 어찌나 좋으신지 비오는 날 어린이집 갈 때 마다 이용 하는데 문앞까지 차를 돌려서 세워주시고 아이가 탔다고 동요를 틀어 주신 센스! 소름 돋았습니다~😍가끔 새로 오신 분들도 다 같이 교육 받으셔서 일괄성 있게 해주셨으면 좋겠어요.,PlayStore
222,2021-06-25,5,번개맨,카니발 택시라는 얘길 듣고 되게 생소하다 싶은 마음에 한 번 이용을 해봤는데요 내부가 진짜 넓긴 넓더라구요ㅋㅋ 그래서 발 뻗을 공간도 충분하고 내부도 쾌적했고요 또 와이파이도 있더군요 그래서 요 며칠 전에도 카니발 타고 이동하면서 두 다리 쫙 뻗고 게임 하면서 퇴근했네요ㅎㅎ,PlayStore
223,2021-06-16,5,기광진,와이파이가 되고 태블릿PC를 이용할 수 있는 점이 시대가 진짜 많이 흘렀구나를 알게 해주네요 ㅎㅎㅎ 택시를 오랜만에 타보것도 있긴한데 좋은 경험이었습니다. 일반 택시보다 고급진 내부와 승차감도 좋아서 목적지까지 편하게 잘 이동했습니다~ 감사합니다,PlayStore
224,2021-06-25,5,인현민,잠시 장기간 출장이 있어서 짐을 바리바리 싸들고 나갔던 적이 있었는데요 아이엠택시 덕분에 그 많았던 짐들도 다 들고 탈 수 있었고 워낙 내부가 넓다보니 짐들을 다 싣고도 여유 공간이 남더라고요 또 와이파이도 설치되어 있어서 편하게 유튜브 보면서 출근했네요~,PlayStore
225,2021-04-28,5,방혜리,일 때문에 여기저기 이동하는 일이 많아졌는데 시국이 이렇다 보니 택시조차 불안하게 느껴지더라고요 차량 안에 공기청정기도 설치되었다는 얘기 듣고 이용하게 되었는데 정말 편하고 좋습니다 ㅋㅋㅋ 기사님도 너무 친절하시고 와이파이도 사용 가능해요 처음에 너무 만족스러워서 그뒤로 계속 이용중입니다 ㅋㅋ,PlayStore
226,2021-04-02,5,lili le,앞으로 종종 이용할게요~ 요즘 집 근처에 택시가 잘 안 잡혀서 처음으로 앱 써보게 되었는데 승차감도 좋고 차량 내부도 너무 깔끔해서 좋았어요 호출도 빠르고 기사님도 친절하시네요,PlayStore
